mag_id	user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SAMN06288064_bin.1	SAMN06288064_bin.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	86.06	11	0.83475	N/A
SAMN06288064_bin.15	SAMN06288064_bin.15	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__CAYMHS01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	88.76	11	0.98265	N/A
SAMN06288064_bin.3	SAMN06288064_bin.3	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__B40-G2;g__CAZVDL01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__B40-G2;g__;s__	taxonomic novelty determined using RED	N/A	N/A	92.84	11	0.95532	N/A
SAMN06288064_bin.4	SAMN06288064_bin.4	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__QMSL01;f__B3-G16;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__QMSL01;f__B3-G16;g__;s__	taxonomic novelty determined using RED	N/A	N/A	71.44	11	0.76109	N/A
SAMN07571238_bin.9	SAMN07571238_bin.9	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002317795	GCA_002317795.1	95.2	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002317795	99.41	0.957	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.94	11	N/A	N/A
SAMN07630573_bin.14	SAMN07630573_bin.14	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__B44-G15;s__B44-G15 sp003649845	GCA_003649845.1	95.0	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__B44-G15;s__B44-G15 sp003649845	99.94	0.856	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	89.47	11	N/A	N/A
SAMN07630573_bin.2	SAMN07630573_bin.2	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__DXJG01;g__DXJG01;s__DXJG01 sp016840485	GCA_016840485.1	95.0	d__Archaea;p__Asgardarchaeota;c__Baldrarchaeia;o__Baldrarchaeales;f__DXJG01;g__DXJG01;s__DXJG01 sp016840485	99.87	0.92	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	90.27	11	N/A	N/A
SAMN07630573_bin.42	SAMN07630573_bin.42	d__Archaea;p__Thermoplasmatota;c__Penumbrarchaeia;o__Penumbrarchaeales;f__EX4484-36;g__EX4484-36;s__EX4484-36 sp002254765	GCA_029932465.1	95.0	d__Archaea;p__Thermoplasmatota;c__Penumbrarchaeia;o__Penumbrarchaeales;f__EX4484-36;g__EX4484-36;s__EX4484-36 sp002254765	99.28	0.913	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	96.34	11	N/A	N/A
SAMN07630573_bin.6	SAMN07630573_bin.6	d__Archaea;p__SpSt-1190;c__SpSt-1190;o__SpSt-1190;f__SpSt-1190;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__SpSt-1190;c__SpSt-1190;o__SpSt-1190;f__SpSt-1190;g__;s__	taxonomic novelty determined using RED	N/A	N/A	92.2	11	0.84044	N/A
SAMN07630573_bin.63	SAMN07630573_bin.63	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__B46-G15;s__B46-G15 sp003662205	GCA_003662205.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__B46-G15;s__B46-G15 sp003662205	99.95	0.859	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	71.96	11	N/A	N/A
SAMN07630573_bin.7	SAMN07630573_bin.7	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__B17-G15;s__B17-G15 sp003649495	GCA_003649495.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__B17-G15;s__B17-G15 sp003649495	99.89	0.948	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	84.6	11	N/A	N/A
SAMN07630573_bin.77	SAMN07630573_bin.77	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__CAZSVW01;g__CBFDVL01;s__CBFDVL01 sp965613365	GCA_965613365.1	95.0	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__CAZSVW01;g__CBFDVL01;s__CBFDVL01 sp965613365	99.48	0.893	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	89.43	11	N/A	N/A
SAMN07632361_bin.17	SAMN07632361_bin.17	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__DSCA01;g__VBQP01;s__VBQP01 sp021159125	GCA_021159125.1	95.0	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__DSCA01;g__VBQP01;s__VBQP01 sp021159125	98.32	0.833	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.12	11	N/A	N/A
SAMN07632361_bin.2	SAMN07632361_bin.2	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Aciduliprofundaceae;g__S014-41;s__S014-41 sp021163705	GCA_021163705.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Aciduliprofundaceae;g__S014-41;s__S014-41 sp021163705	96.85	0.803	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	98.01	11	N/A	N/A
SAMN07632362_bin.112	SAMN07632362_bin.112	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum sp964518475	GCA_964518475.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum sp964518475	99.96	0.937	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	71.39	11	N/A	N/A
SAMN07632362_bin.130	SAMN07632362_bin.130	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__B23;g__B23;s__B23 sp937898665	GCA_937898665.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__B23;g__B23;s__B23 sp937898665	99.65	0.953	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_937898665.1, s__B23 sp937898665, 95.0, 99.65, 0.953; GCA_021161045.1, s__B23 sp021161045, 95.0, 94.32, 0.764; GCA_029259285.1, s__B23 sp029259285, 95.0, 93.2, 0.62	88.74	11	N/A	N/A
SAMN07632362_bin.140	SAMN07632362_bin.140	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__B5-G16;s__B5-G16 sp003662995	GCA_003662995.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__B5-G16;s__B5-G16 sp003662995	99.99	0.955	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	97.6	11	N/A	N/A
SAMN07632362_bin.141	SAMN07632362_bin.141	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__QMSL01;f__QMSL01;g__B12-G16;s__B12-G16 sp003650925	GCA_003650925.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__QMSL01;f__QMSL01;g__B12-G16;s__B12-G16 sp003650925	99.99	0.955	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	94.99	11	N/A	N/A
SAMN07632362_bin.17	SAMN07632362_bin.17	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__B15-G16;g__B15-G16;s__B15-G16 sp003649205	GCA_003649205.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__B15-G16;g__B15-G16;s__B15-G16 sp003649205	99.99	0.997	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	99.11	11	N/A	N/A
SAMN07632362_bin.2	SAMN07632362_bin.2	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Hecatellales;f__Hecatellaceae;g__CAZNLG01;s__CAZNLG01 sp964573765	GCA_964573765.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Hecatellales;f__Hecatellaceae;g__CAZNLG01;s__CAZNLG01 sp964573765	99.79	0.923	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	80.59	11	N/A	N/A
SAMN07632362_bin.41	SAMN07632362_bin.41	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Culexarchaeales;f__Culexmicrobiaceae;g__Culexmicrobium;s__Culexmicrobium cathedralense	GCA_025061115.1	95.0	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Culexarchaeales;f__Culexmicrobiaceae;g__Culexmicrobium;s__Culexmicrobium cathedralense	99.32	0.883	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	89.72	11	N/A	N/A
SAMN07632362_bin.70	SAMN07632362_bin.70	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__QMSL01;f__B3-G16;g__B3-G16;s__B3-G16 sp003649665	GCA_003649665.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__QMSL01;f__B3-G16;g__B3-G16;s__B3-G16 sp003649665	99.82	0.928	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	93.41	11	N/A	N/A
SAMN07632362_bin.73	SAMN07632362_bin.73	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B20-G17;g__B67-G16;s__B67-G16 sp003650675	GCA_965368245.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B20-G17;g__B67-G16;s__B67-G16 sp003650675	99.91	0.956	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.38	11	N/A	N/A
SAMN07632362_bin.9	SAMN07632362_bin.9	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__QMSL01;f__B3-G16;g__CAZFCQ01;s__CAZFCQ01 sp964517845	GCA_964517845.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__QMSL01;f__B3-G16;g__CAZFCQ01;s__CAZFCQ01 sp964517845	99.78	0.963	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	92.56	11	N/A	N/A
SAMN07632362_bin.96	SAMN07632362_bin.96	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Culexarchaeales;f__Culexmicrobiaceae;g__Culexmicrobium_A;s__Culexmicrobium_A profundum	GCA_025061245.1	95.0	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Culexarchaeales;f__Culexmicrobiaceae;g__Culexmicrobium_A;s__Culexmicrobium_A profundum	99.04	0.824	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	94.96	11	N/A	N/A
SAMN07632363_bin.100	SAMN07632363_bin.100	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__B109-G9;s__B109-G9 sp003661505	GCA_011043415.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Geothermarchaeales;f__JDFR-13;g__B109-G9;s__B109-G9 sp003661505	99.84	0.895	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	88.3	11	N/A	N/A
SAMN07632363_bin.14	SAMN07632363_bin.14	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Hecatellales;f__Hecatellaceae;g__B25;s__B25 sp003662485	GCA_003662485.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Hecatellales;f__Hecatellaceae;g__B25;s__B25 sp003662485	99.73	0.888	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	90.62	11	N/A	N/A
SAMN07632363_bin.2	SAMN07632363_bin.2	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__QMSN01;s__QMSN01 sp003650865	GCA_003650865.1	95.0	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__QMSN01;s__QMSN01 sp003650865	99.64	0.914	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	90.87	11	N/A	N/A
SAMN07632363_bin.33	SAMN07632363_bin.33	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__B31-G17;f__B31-G17;g__B31-G17;s__B31-G17 sp003649915	GCA_003649915.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__B31-G17;f__B31-G17;g__B31-G17;s__B31-G17 sp003649915	99.83	0.87	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.0	11	N/A	N/A
SAMN07632363_bin.75	SAMN07632363_bin.75	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__CAYSTQ01;g__CAZCFI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__CAYSTQ01;g__;s__	taxonomic novelty determined using RED	N/A	N/A	91.07	11	0.97779	N/A
SAMN07632363_bin.78	SAMN07632363_bin.78	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__CAYSTQ01;g__CAZCFI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__CAYSTQ01;g__;s__	taxonomic novelty determined using RED	N/A	N/A	96.48	11	0.87398	N/A
SAMN07632363_bin.92	SAMN07632363_bin.92	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WAKM01;s__WAKM01 sp964389535	GCA_964389535.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WAKM01;s__WAKM01 sp964389535	97.28	0.859	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	99.02	11	N/A	N/A
SAMN07748057_bin.64	SAMN07748057_bin.64	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halostagnicola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halostagnicola;s__	taxonomic classification fully defined by topology	N/A	N/A	96.77	11	0.99004	N/A
SAMN07748058_bin.29	SAMN07748058_bin.29	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp013390905	GCA_013390905.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp013390905	99.82	0.945	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_013390905.1, s__Nitrosopumilus sp013390905, 95.0, 99.82, 0.945; GCA_950073955.1, s__Nitrosopumilus sp950073955, 95.0, 95.06, 0.818; GCA_965247045.1, s__Nitrosopumilus sp965247045, 95.0, 91.23, 0.708; GCA_022573895.1, s__Nitrosopumilus sp022573895, 95.0, 90.64, 0.678; GCA_965219345.1, s__Nitrosopumilus sp965219345, 95.0, 89.55, 0.612; GCA_022564385.1, s__Nitrosopumilus sp022564385, 95.0, 88.74, 0.527; GCA_013911135.1, s__Nitrosopumilus sp013911135, 95.0, 87.95, 0.512; GCA_963667665.2, s__Nitrosopumilus sp963667665, 95.0, 87.83, 0.521; GCA_965249555.1, s__Nitrosopumilus sp965249555, 95.0, 87.51, 0.511	89.29	11	N/A	N/A
SAMN08290431_bin.35	SAMN08290431_bin.35	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__BMS3B;s__BMS3B sp003229935	GCA_003229935.1	95.0	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__BMS3B;s__BMS3B sp003229935	98.25	0.742	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	84.94	11	N/A	N/A
SAMN08290432_bin.5	SAMN08290432_bin.5	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp004376265	GCA_004376265.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp004376265	95.01	0.658	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	92.03	11	N/A	N/A
SAMN08432484_bin.2	SAMN08432484_bin.2	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanovorans;s__Methanovorans sp020793555	GCA_020793555.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanovorans;s__Methanovorans sp020793555	99.82	0.864	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.93	11	N/A	N/A
SAMN08432484_bin.9	SAMN08432484_bin.9	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanovorans;s__Methanovorans sp020793565	GCA_020793565.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanovorans;s__Methanovorans sp020793565	99.77	0.843	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.97	11	N/A	N/A
SAMN08776745_bin.18	SAMN08776745_bin.18	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__EX4484-135;g__EX4484-135;s__EX4484-135 sp964638535	GCA_964638535.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__EX4484-135;g__EX4484-135;s__EX4484-135 sp964638535	99.91	0.94	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	94.62	11	N/A	N/A
SAMN08776767_bin.12	SAMN08776767_bin.12	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__Archaeoglobus_B sp964522325	GCA_964522325.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_B;s__Archaeoglobus_B sp964522325	99.77	0.924	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	87.57	11	N/A	N/A
SAMN08776767_bin.22	SAMN08776767_bin.22	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__CAZAZN01;s__CAZAZN01 sp964489665	GCA_964489665.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__CAZAZN01;s__CAZAZN01 sp964489665	99.82	0.906	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	71.6	11	N/A	N/A
SAMN08776767_bin.32	SAMN08776767_bin.32	d__Archaea;p__Thermoplasmatota;c__B47-G6;o__B47-G6;f__B47-G6;g__B47-G6;s__B47-G6 sp003663585	GCA_003663585.1	95.0	d__Archaea;p__Thermoplasmatota;c__B47-G6;o__B47-G6;f__B47-G6;g__B47-G6;s__B47-G6 sp003663585	96.92	0.743	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	97.25	11	N/A	N/A
SAMN08776767_bin.33	SAMN08776767_bin.33	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_B;s__Thermococcus_B sp964615185	GCA_964615185.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_B;s__Thermococcus_B sp964615185	99.88	0.935	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	94.69	11	N/A	N/A
SAMN08776767_bin.36	SAMN08776767_bin.36	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__WALJ01;f__WALJ01;g__JALTFR01;s__JALTFR01 sp964475625	GCA_964475625.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__WALJ01;f__WALJ01;g__JALTFR01;s__JALTFR01 sp964475625	99.92	0.956	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.94	11	N/A	N/A
SAMN08776767_bin.4	SAMN08776767_bin.4	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__CAZAMI01;s__CAZAMI01 sp964592745	GCA_964592745.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__CAZAMI01;s__CAZAMI01 sp964592745	99.96	0.984	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	93.8	11	N/A	N/A
SAMN08776767_bin.42	SAMN08776767_bin.42	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum sp029856625	GCA_029856625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__Njordarchaeaceae;g__Njordarchaeum;s__Njordarchaeum sp029856625	98.97	0.91	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	75.56	11	N/A	N/A
SAMN08776767_bin.45	SAMN08776767_bin.45	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__JAGHBH01;f__JAGHBH01;g__CAZROC01;s__CAZROC01 sp964601625	GCA_964601625.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__JAGHBH01;f__JAGHBH01;g__CAZROC01;s__CAZROC01 sp964601625	99.97	0.954	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.1	11	N/A	N/A
SAMN08776767_bin.46	SAMN08776767_bin.46	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__DTGL01;g__JAPLVS01;s__JAPLVS01 sp964525235	GCA_964525235.1	95.0	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__DTGL01;g__JAPLVS01;s__JAPLVS01 sp964525235	99.8	0.906	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.01	11	N/A	N/A
SAMN08776767_bin.54	SAMN08776767_bin.54	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__CAZVAW01;s__CAZVAW01 sp964625205	GCA_964625205.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__CAZVAW01;s__CAZVAW01 sp964625205	99.65	0.961	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	97.18	11	N/A	N/A
SAMN08776767_bin.58	SAMN08776767_bin.58	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__CAZHDB01;s__CAZHDB01 sp964627005	GCA_964627005.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__CAZHDB01;s__CAZHDB01 sp964627005	99.9	0.945	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	96.86	11	N/A	N/A
SAMN08776767_bin.67	SAMN08776767_bin.67	d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WAMD01;g__WAMD01;s__WAMD01 sp964652335	GCA_964652335.1	95.0	d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WAMD01;g__WAMD01;s__WAMD01 sp964652335	99.89	0.958	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	94.42	11	N/A	N/A
SAMN08776767_bin.69	SAMN08776767_bin.69	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__JAJSAE01;f__JAJSAE01;g__JAJSAE01;s__JAJSAE01 sp964552865	GCA_964552865.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__JAJSAE01;f__JAJSAE01;g__JAJSAE01;s__JAJSAE01 sp964552865	99.68	0.881	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	92.38	11	N/A	N/A
SAMN08776767_bin.75	SAMN08776767_bin.75	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__Wolframiiraptor sp964396455	GCA_964396455.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__Wolframiiraptor sp964396455	99.74	0.977	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.1	11	N/A	N/A
SAMN08777168_bin.29	SAMN08777168_bin.29	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Aciduliprofundaceae;g__S014-41;s__S014-41 sp021160945	GCA_021160945.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Aciduliprofundaceae;g__S014-41;s__S014-41 sp021160945	95.78	0.81	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	98.01	11	N/A	N/A
