mag_id	user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SAMN12239309_bin.55	SAMN12239309_bin.55	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__HyVt-477;s__HyVt-477 sp015490895	GCA_015490895.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__HyVt-477;s__HyVt-477 sp015490895	99.86	0.973	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.57	11	N/A	N/A
SAMN12239309_bin.56	SAMN12239309_bin.56	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__JALSRW01;s__JALSRW01 sp027045875	GCA_027045875.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__JALSRW01;s__JALSRW01 sp027045875	99.97	0.992	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	97.82	11	N/A	N/A
SAMN12239309_bin.59	SAMN12239309_bin.59	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__WFYJ01;s__WFYJ01 sp015490175	GCA_015490175.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__WFYJ01;s__WFYJ01 sp015490175	99.79	0.957	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	96.63	11	N/A	N/A
SAMN12239309_bin.62	SAMN12239309_bin.62	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__S141-43;s__S141-43 sp015490715	GCA_015490715.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__S141-43;s__S141-43 sp015490715	99.85	0.987	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	96.69	11	N/A	N/A
SAMN12239309_bin.69	SAMN12239309_bin.69	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__S012-40;f__S012-40;g__S140-43;s__S140-43 sp015491615	GCA_015491615.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__S012-40;f__S012-40;g__S140-43;s__S140-43 sp015491615	99.36	0.884	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	80.66	11	N/A	N/A
SAMN12239309_bin.75	SAMN12239309_bin.75	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__ST65;g__Thermosulfuriphilus;s__Thermosulfuriphilus ammonigenes	GCF_011207455.1	95.0	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__ST65;g__Thermosulfuriphilus;s__Thermosulfuriphilus ammonigenes	97.16	0.982	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	94.07	11	N/A	N/A
SAMN12239309_bin.81	SAMN12239309_bin.81	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__HRBIN39;s__HRBIN39 sp015490605	GCA_015490605.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__HRBIN39;s__HRBIN39 sp015490605	99.9	0.972	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	97.45	11	N/A	N/A
SAMN12239309_bin.84	SAMN12239309_bin.84	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JAADGQ01;f__JAADGQ01;g__S141-38;s__S141-38 sp015490755	GCA_015490755.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JAADGQ01;f__JAADGQ01;g__S141-38;s__S141-38 sp015490755	99.94	0.966	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	98.1	11	N/A	N/A
SAMN12239309_bin.92	SAMN12239309_bin.92	d__Bacteria;p__Hydrothermota;c__Hydrothermia;o__WGAB01;f__WGAB01;g__S141-55;s__S141-55 sp015490555	GCA_015490555.1	95.0	d__Bacteria;p__Hydrothermota;c__Hydrothermia;o__WGAB01;f__WGAB01;g__S141-55;s__S141-55 sp015490555	99.89	0.984	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	87.68	11	N/A	N/A
SAMN12239309_bin.93	SAMN12239309_bin.93	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__S141-66;s__S141-66 sp015490455	GCA_015490455.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__S141-66;s__S141-66 sp015490455	99.91	0.978	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	96.47	11	N/A	N/A
SAMN12239310_bin.1	SAMN12239310_bin.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__JAADDX01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__JAADDX01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.03	11	0.79938	N/A
SAMN12239310_bin.17	SAMN12239310_bin.17	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Mesoaciditogales;f__Mesoaciditogaceae;g__Mesoaciditoga;s__Mesoaciditoga sp015489955	GCA_015489955.1	95.0	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Mesoaciditogales;f__Mesoaciditogaceae;g__Mesoaciditoga;s__Mesoaciditoga sp015489955	99.84	0.988	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	92.12	11	N/A	N/A
SAMN12239310_bin.20	SAMN12239310_bin.20	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAADEQ01;s__JAADEQ01 sp015490055	GCA_015490055.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAADEQ01;s__JAADEQ01 sp015490055	99.92	0.921	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	89.76	11	N/A	N/A
SAMN12239310_bin.24	SAMN12239310_bin.24	d__Bacteria;p__Campylobacterota_A;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea;s__Hippea sp027045065	GCA_027045065.1	95.0	d__Bacteria;p__Campylobacterota_A;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea;s__Hippea sp027045065	99.78	0.848	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	82.22	11	N/A	N/A
SAMN12239310_bin.26	SAMN12239310_bin.26	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__JAADIZ01;s__JAADIZ01 sp027050775	GCA_027050775.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__JAADIZ01;s__JAADIZ01 sp027050775	99.97	0.987	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	93.67	11	N/A	N/A
SAMN12239310_bin.3	SAMN12239310_bin.3	d__Bacteria;p__Campylobacterota_A;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea;s__Hippea sp015490005	GCA_015490005.1	95.0	d__Bacteria;p__Campylobacterota_A;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea;s__Hippea sp015490005	99.69	0.885	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	92.4	11	N/A	N/A
SAMN12239310_bin.7	SAMN12239310_bin.7	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp027045015	GCA_027045015.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp027045015	99.77	0.883	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	88.42	11	N/A	N/A
SAMN12239311_bin.104	SAMN12239311_bin.104	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__S143-34;s__S143-34 sp015489365	GCA_015489365.1	95.0	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__S143-34;s__S143-34 sp015489365	99.93	0.986	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	89.0	11	N/A	N/A
SAMN12239311_bin.134	SAMN12239311_bin.134	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__S143-33;g__S143-33;s__S143-33 sp015489395	GCA_015489395.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__S143-33;g__S143-33;s__S143-33 sp015489395	99.6	0.957	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	92.69	11	N/A	N/A
SAMN12239311_bin.158	SAMN12239311_bin.158	d__Bacteria;p__Hydrothermota;c__Hydrothermia;o__B15-G9;f__B15-G9;g__WGAI01;s__WGAI01 sp015489175	GCA_015489175.1	95.0	d__Bacteria;p__Hydrothermota;c__Hydrothermia;o__B15-G9;f__B15-G9;g__WGAI01;s__WGAI01 sp015489175	99.89	0.969	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	90.34	11	N/A	N/A
SAMN12239311_bin.164	SAMN12239311_bin.164	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Hydrogenothermus;s__Hydrogenothermus sp027052485	GCA_027052485.1	95.0	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Hydrogenothermus;s__Hydrogenothermus sp027052485	99.94	0.897	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	84.49	11	N/A	N/A
SAMN12239311_bin.166	SAMN12239311_bin.166	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__JAADDG01;g__JAADDG01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__JAADDG01;g__JAADDG01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.27	11	0.9929	N/A
SAMN12239311_bin.172	SAMN12239311_bin.172	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRLX01;s__DRLX01 sp015489765	GCA_015489765.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRLX01;s__DRLX01 sp015489765	99.72	0.899	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	86.91	11	N/A	N/A
SAMN12239311_bin.173	SAMN12239311_bin.173	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__S143-107;s__S143-107 sp015489815	GCA_015489815.1	95.0	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__S143-107;s__S143-107 sp015489815	99.93	0.917	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	89.78	11	N/A	N/A
SAMN12239311_bin.179	SAMN12239311_bin.179	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAADDB01;f__JAADDB01;g__JAADDB01;s__JAADDB01 sp015489285	GCA_015489285.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAADDB01;f__JAADDB01;g__JAADDB01;s__JAADDB01 sp015489285	99.57	0.929	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	92.16	11	N/A	N/A
SAMN12239311_bin.182	SAMN12239311_bin.182	d__Bacteria;p__Thermosulfidibacterota;c__Thermosulfidibacteria;o__Thermosulfidibacterales;f__Thermosulfidibacteraceae;g__Thermosulfidibacter;s__Thermosulfidibacter sp015494645	GCA_015494645.1	95.0	d__Bacteria;p__Thermosulfidibacterota;c__Thermosulfidibacteria;o__Thermosulfidibacterales;f__Thermosulfidibacteraceae;g__Thermosulfidibacter;s__Thermosulfidibacter sp015494645	99.82	0.95	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.43	11	N/A	N/A
SAMN12239311_bin.27	SAMN12239311_bin.27	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__JAADDV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__JAADDV01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.53	11	0.99343	N/A
SAMN12239311_bin.32	SAMN12239311_bin.32	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__S143-32;g__S143-32;s__S143-32 sp015489405	GCA_015489405.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__S143-32;g__S143-32;s__S143-32 sp015489405	99.79	0.962	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	96.71	11	N/A	N/A
SAMN12239311_bin.41	SAMN12239311_bin.41	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__JAADED01;s__JAADED01 sp015494775	GCA_015494775.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__JAADED01;s__JAADED01 sp015494775	99.72	0.929	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	89.54	11	N/A	N/A
SAMN12239311_bin.73	SAMN12239311_bin.73	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__QNZT01;g__QNZT01;s__QNZT01 sp015489185	GCA_015489185.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__QNZT01;g__QNZT01;s__QNZT01 sp015489185	99.64	0.918	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	90.78	11	N/A	N/A
SAMN12239312_bin.1	SAMN12239312_bin.1	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Persephonella_A;s__Persephonella_A sp015487465	GCF_015487465.1	95.0	d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Persephonella_A;s__Persephonella_A sp015487465	99.57	0.969	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	89.9	11	N/A	N/A
SAMN12239312_bin.104	SAMN12239312_bin.104	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__WGBX01;s__WGBX01 sp015494075	GCA_015494075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__WGBX01;s__WGBX01 sp015494075	99.92	0.945	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	93.21	11	N/A	N/A
SAMN12239312_bin.12	SAMN12239312_bin.12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__WGBN01;s__WGBN01 sp015494245	GCA_015494245.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__WGBN01;s__WGBN01 sp015494245	99.88	0.967	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	94.81	11	N/A	N/A
SAMN12239312_bin.23	SAMN12239312_bin.23	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiolapillus;s__Thiolapillus sp964467115	GCA_964467115.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiolapillus;s__Thiolapillus sp964467115	99.64	0.911	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.37	11	N/A	N/A
SAMN12239312_bin.37	SAMN12239312_bin.37	d__Bacteria;p__Campylobacterota_A;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__S144-51;s__S144-51 sp015493995	GCA_015493995.1	95.0	d__Bacteria;p__Campylobacterota_A;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__S144-51;s__S144-51 sp015493995	99.76	0.936	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	93.59	11	N/A	N/A
SAMN12239312_bin.38	SAMN12239312_bin.38	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__Thermodesulfatator;s__Thermodesulfatator sp015494065	GCA_015494065.1	95.0	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfatatoraceae;g__Thermodesulfatator;s__Thermodesulfatator sp015494065	99.91	0.984	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	93.21	11	N/A	N/A
SAMN12239312_bin.44	SAMN12239312_bin.44	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Marinicellaceae;g__S144-45;s__S144-45 sp015494035	GCA_027057345.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Marinicellaceae;g__S144-45;s__S144-45 sp015494035	99.95	0.977	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.3	11	N/A	N/A
SAMN12239312_bin.58	SAMN12239312_bin.58	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__S144-17;s__S144-17 sp015494395	GCA_015494395.1	95.0	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__S144-17;s__S144-17 sp015494395	99.93	0.952	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.26	11	N/A	N/A
SAMN12239312_bin.59	SAMN12239312_bin.59	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__S144-5;s__S144-5 sp015494005	GCA_015494005.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__S144-5;s__S144-5 sp015494005	99.35	0.912	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	86.63	11	N/A	N/A
SAMN12239312_bin.73	SAMN12239312_bin.73	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__S144-23;g__S144-23;s__S144-23 sp015494375	GCA_015494375.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__S144-23;g__S144-23;s__S144-23 sp015494375	99.55	0.933	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	86.23	11	N/A	N/A
SAMN12239312_bin.74	SAMN12239312_bin.74	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRKI01;s__DRKI01 sp011051875	GCA_026990385.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRKI01;s__DRKI01 sp011051875	99.06	0.935	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	90.34	11	N/A	N/A
SAMN12239312_bin.82	SAMN12239312_bin.82	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__J004;g__J004;s__J004 sp011051485	GCA_015493745.1	95.0	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__J004;g__J004;s__J004 sp011051485	99.66	0.941	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	94.87	11	N/A	N/A
SAMN12239312_bin.83	SAMN12239312_bin.83	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__JAADIZ01;s__JAADIZ01 sp027055635	GCA_027055635.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__JAADIZ01;s__JAADIZ01 sp027055635	98.8	0.848	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.26	11	N/A	N/A
SAMN12239312_bin.9	SAMN12239312_bin.9	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__S144-34;f__S144-34;g__S144-34;s__S144-34 sp015494165	GCA_015494165.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__S144-34;f__S144-34;g__S144-34;s__S144-34 sp015494165	99.61	0.944	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	86.29	11	N/A	N/A
SAMN12239312_bin.97	SAMN12239312_bin.97	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__Dissulfuribacteraceae;g__WGBU01;s__WGBU01 sp015494155	GCA_015494155.1	95.0	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__Dissulfuribacteraceae;g__WGBU01;s__WGBU01 sp015494155	99.73	0.96	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.9	11	N/A	N/A
SAMN12239312_bin.99	SAMN12239312_bin.99	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	83.91	11	0.99389	N/A
SAMN12239313_bin.12	SAMN12239313_bin.12	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfonitrofixus;s__Sulfonitrofixus sp015493495	GCA_015493495.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfonitrofixus;s__Sulfonitrofixus sp015493495	99.87	0.901	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	84.13	11	N/A	N/A
SAMN12239313_bin.2	SAMN12239313_bin.2	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Sedimentisphaeraceae;g__S145-28;s__S145-28 sp015493385	GCA_015493385.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Sedimentisphaeraceae;g__S145-28;s__S145-28 sp015493385	99.83	0.955	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	86.19	11	N/A	N/A
SAMN12239313_bin.29	SAMN12239313_bin.29	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__B16-G9;s__B16-G9 sp015493215	GCA_015493215.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__B16-G9;s__B16-G9 sp015493215	99.6	0.966	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.13	11	N/A	N/A
SAMN12239313_bin.3	SAMN12239313_bin.3	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__JAADCZ01;s__JAADCZ01 sp015493475	GCA_015493475.1	95.0	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__JAADCZ01;s__JAADCZ01 sp015493475	99.83	0.976	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	89.7	11	N/A	N/A
SAMN12239313_bin.31	SAMN12239313_bin.31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__UBA6267;s__UBA6267 sp015493685	GCA_015493685.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__UBA6267;s__UBA6267 sp015493685	99.93	0.929	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	97.35	11	N/A	N/A
SAMN12239313_bin.33	SAMN12239313_bin.33	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J102;f__J102;g__M2005;s__M2005 sp015493675	GCA_015493675.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J102;f__J102;g__M2005;s__M2005 sp015493675	99.97	0.974	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.6	11	N/A	N/A
SAMN12239313_bin.44	SAMN12239313_bin.44	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__WGCX01;s__WGCX01 sp015493575	GCA_015493575.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__WGCX01;s__WGCX01 sp015493575	99.74	0.879	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	86.69	11	N/A	N/A
SAMN12239313_bin.46	SAMN12239313_bin.46	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__Draconibacterium sp015493625	GCA_015493625.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__Draconibacterium sp015493625	99.94	0.951	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.09	11	N/A	N/A
SAMN12239313_bin.47	SAMN12239313_bin.47	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Sulfidibacterium;s__Sulfidibacterium sp015493525	GCA_015493525.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Sulfidibacterium;s__Sulfidibacterium sp015493525	99.97	0.966	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.21	11	N/A	N/A
